locality,municipality,state,postcode,lat,long,bnelat,bnelong,bswlat,bswlong
"East Barron","Tablelands Regional","Queensland",4883,-17.292329,145.552448,-17.238139,145.581105,-17.363769,145.509718
"East Brisbane","Brisbane City","Queensland",4169,-27.482000,153.051000,-27.474909,153.057286,-27.491262,153.038682
"East Deep Creek","Gympie Regional","Queensland",4570,-26.198689,152.714753,-26.173033,152.745603,-26.220464,152.691838
"East Feluga","Cassowary Coast Regional","Queensland",4854,-17.882635,145.999222,-17.866881,146.023675,-17.922497,145.966464
"East Greenmount","Toowoomba Regional","Queensland",4359,-27.783333,151.950000,-27.726035,151.998470,-27.818225,151.915898
"East Innisfail","Cassowary Coast Regional","Queensland",4860,-17.522626,146.028522,-17.514946,146.042269,-17.530866,146.019039
"East Ipswich","Ipswich City","Queensland",4305,-27.609346,152.776483,-27.598020,152.784253,-27.615097,152.767777
"East Mackay","Mackay Regional","Queensland",4740,-21.151066,149.198925,-21.139805,149.212253,-21.168469,149.190981
"East Nanango","South Burnett Regional","Queensland",4615,-26.666184,152.039221,-26.639067,152.134337,-26.744887,152.013258
"East Palmerston","Cassowary Coast Regional","Queensland",4860,-17.585614,145.862800,-17.559606,145.884783,-17.630650,145.798254
"East Toowoomba","Toowoomba Regional","Queensland",4350,-27.562000,151.969000,-27.552256,151.981518,-27.572291,151.956363
"East Trinity","Cairns Regional","Queensland",4871,-16.958437,145.809957,-16.863010,145.865475,-17.006166,145.781594
"Eastern Heights","Ipswich City","Queensland",4305,-27.625833,152.774444,-27.619015,152.784946,-27.633178,152.763957
"Eatons Hill","Moreton Bay Regional","Queensland",4037,-27.340000,152.934000,-27.327729,152.961219,-27.354026,152.910949
"Ebbw Vale","Blaenau Gwent","Wales",NP23,51.777532,-3.206151,51.796175,-3.193061,51.765885,-3.231964
"Ebenezer (Qld)","Ipswich City","Queensland",4340,-27.683333,152.616667,-27.653155,152.654937,-27.703129,152.575712
"Edens Landing","Logan City","Queensland",4207,-27.702882,153.170812,-27.694164,153.179977,-27.711724,153.157630
"Edge Hill","Cairns Regional","Queensland",4870,-16.900728,145.738391,-16.892998,145.754802,-16.908129,145.733777
"Edmonton","Division No. 11","Alberta",,53.544389,-113.490927,53.716100,-113.273159,53.395655,-113.714738
"Eerwah Vale","Sunshine Coast Regional","Queensland",4562,-26.483333,152.916667,-26.443056,152.945224,-26.516725,152.873960
"Eidsvold","North Burnett Regional","Queensland",4627,-25.372221,151.121542,-25.236874,151.186726,-25.499868,150.934365
"Eidsvold West","North Burnett Regional","Queensland",4627,-25.370936,150.689200,-25.065354,151.062884,-25.659782,150.369649
"Eight Mile Plains","Brisbane City","Queensland",4113,-27.582000,153.096000,-27.562863,153.111164,-27.597719,153.071837
"Eimeo","Mackay Regional","Queensland",4740,-21.051667,149.173333,-21.032182,149.184218,-21.065174,149.164279
"El Arish","Cassowary Coast Regional","Queensland",4855,-17.800000,146.000000,-17.782231,146.023122,-17.823846,145.988304
"Elanora","Gold Coast City","Queensland",4221,-28.133000,153.450000,-28.114499,153.471318,-28.162824,153.431721
"Eli Waters","Fraser Coast Regional","Queensland",4655,-25.279948,152.808825,-25.253504,152.818834,-25.288877,152.786335
"Elimbah","Moreton Bay Regional","Queensland",4516,-27.015000,152.947000,-26.953808,153.049040,-27.045419,152.873460
"Ellangowan (Qld)","Toowoomba Regional","Queensland",4361,-27.915794,151.729794,-27.886997,151.776988,-28.005595,151.565229
"Ellen Grove","Brisbane City","Queensland",4078,-27.616667,152.950000,-27.606403,152.957645,-27.624877,152.922846
"Ellerbeck","North Yorkshire","England",DL6 2RY,54.365740,-1.333638,0.000000,0.000000,0.000000,0.000000
"Ellesmere","Shropshire","England",SY12,52.906718,-2.900338,52.924289,-2.881736,52.900904,-2.912230
"Elliott (Qld)","Bundaberg Regional","Queensland",4670,-24.998732,152.371559,-24.932992,152.382395,-25.075993,152.172494
"Elliott Heads","Bundaberg Regional","Queensland",4670,-24.916667,152.483333,-24.883514,152.494292,-24.937709,152.456427
"Emerald (Qld)","Central Highlands Regional","Queensland",4720,-23.527291,148.164573,-23.428669,148.407596,-23.631808,147.954220
"Emu Creek (Qld)","Toowoomba Regional","Queensland",4355,-27.085823,151.992370,-26.999051,152.077612,-27.155366,151.916939
"Emu Park","Livingstone Shire","Queensland",4710,-23.280992,150.799889,-23.235890,150.834769,-23.310093,150.766047
"Emu Vale","Southern Downs Regional","Queensland",4371,-28.228400,152.241858,-28.122466,152.473234,-28.264501,152.209547
"England Creek","","Queensland",4306,-27.418173,152.665606,-27.318469,152.772127,-27.436854,152.644506
"Enoggera","Brisbane City","Queensland",4051,-27.428000,152.978000,-27.410634,153.000280,-27.442322,152.948362
"Enoggera Reservoir","Brisbane City","Queensland",4520,-27.425895,152.880743,-27.398716,152.931064,-27.461003,152.798627
"Erakala","Mackay Regional","Queensland",4740,-21.130515,149.109916,-21.107951,149.148613,-21.148120,149.095427
"Eromanga","Quilpie Shire","Queensland",4480,-26.668782,143.267590,-25.282245,144.081285,-27.323311,141.704182
"Erub Island","Torres Strait Island Regional","Queensland",4875,-9.579700,143.778959,-9.570792,143.784955,-9.599436,143.755185
"Esk (Qld)","Somerset Regional","Queensland",4312,-27.233333,152.416667,-27.203342,152.457310,-27.315008,152.384531
"Etna Creek","Livingstone Shire","Queensland",4702,-23.217036,150.480088,-23.188297,150.504914,-23.266581,150.341454
"Eton","Mackay Regional","Queensland",4741,-21.273452,148.968820,-21.232420,149.004600,-21.383364,148.844694
"Etty Bay","Cassowary Coast Regional","Queensland",4858,-17.559167,146.094444,0.000000,0.000000,0.000000,0.000000
"Eubenangee","","Queensland",4860,-17.434633,145.992257,-17.374573,146.085056,-17.459781,145.912569
"Eudlo","Sunshine Coast Regional","Queensland",4554,-26.733333,152.966667,-26.710988,152.977367,-26.750297,152.899108
"Eukey","Southern Downs Regional","Queensland",4380,-28.787786,151.977000,-28.749763,152.040527,-28.825653,151.896907
"Euleilah","Gladstone Regional","Queensland",4674,-24.494620,151.852623,-24.449438,151.926667,-24.547860,151.808757
"Eumamurrin","Maranoa Regional","Queensland",4455,-26.167682,148.810922,-25.950159,148.968103,-26.381770,148.611282
"Eumundi","Sunshine Coast Regional","Queensland",4562,-26.483333,152.950000,-26.432234,152.980477,-26.500846,152.930605
"Eungella (Qld)","Mackay Regional","Queensland",4757,-21.128750,148.488337,-21.078626,148.517092,-21.178955,148.453875
"Euramo","Cassowary Coast Regional","Queensland",4854,-18.002315,145.926810,-17.975725,145.943410,-18.030679,145.851331
"Eurimbula","Gladstone Regional","Queensland",4677,-24.109560,151.720206,-23.957753,151.877034,-24.281393,151.559549
"Euthulla","Maranoa Regional","Queensland",4455,-26.527027,148.752418,-26.284121,148.999435,-26.580269,148.627201
"Evans Landing","Weipa Town","Queensland",4874,-12.663483,141.853594,-12.657663,141.861374,-12.666256,141.845720
"Evelyn","Yarra City","Victoria",3065,-37.796591,144.978615,0.000000,0.000000,0.000000,0.000000
"Everton Hills","Moreton Bay Regional","Queensland",4053,-27.391389,152.971944,-27.379575,152.983894,-27.401506,152.961023
"Everton Park","Brisbane City","Queensland",4053,-27.398056,152.988889,-27.384698,152.998966,-27.414525,152.975285
"Fairfield (Qld)","Brisbane City","Queensland",4103,-27.506500,153.024700,-27.499783,153.029105,-27.513128,153.016647
"Fairney View","Somerset Regional","Queensland",4306,-27.483333,152.650000,-27.470609,152.679935,-27.498207,152.624839
"Fairy Bower","Manly Council","New South Wales",2095,-33.800791,151.293678,-33.800761,151.293768,-33.800832,151.293554
"Farleigh","Mackay Regional","Queensland",4741,-21.089689,149.092696,-21.068715,149.120118,-21.122280,149.059068
"Farnborough","Hampshire","England",,51.286894,-0.752615,51.320084,-0.733280,51.268881,-0.805605
"Federal (Qld)","Noosa Shire","Queensland",4568,-26.398000,152.809000,-26.366642,152.850186,-26.434665,152.768420
"Felton","Toowoomba Regional","Queensland",4358,-27.775803,151.790468,-27.721887,151.856123,-27.865143,151.671789
"Feluga","Cassowary Coast Regional","Queensland",4854,-17.877202,145.955350,-17.862816,145.975556,-17.887970,145.938836
"Fernvale (Qld)","Somerset Regional","Queensland",4306,-27.459580,152.663801,-27.427039,152.711912,-27.485570,152.625587
"Ferny Grove","Brisbane City","Queensland",4055,-27.403056,152.928056,-27.393334,152.942978,-27.413093,152.914658
"Ferny Hills","Moreton Bay Regional","Queensland",4055,-27.390000,152.933000,-27.374659,152.951619,-27.408759,152.899423
"Fig Tree Pocket","Brisbane City","Queensland",4069,-27.531716,152.968225,-27.514039,152.974496,-27.544468,152.946987
"Finch Hatton","Mackay Regional","Queensland",4756,-21.120243,148.603673,-21.059257,148.692809,-21.202308,148.561012
"Fisher (Qld)","","Queensland",,-20.917574,142.702796,-9.210063,153.649789,-29.177898,137.995957
"Fishery Falls","Cairns Regional","Queensland",4871,-17.184514,145.896887,-17.157064,145.914695,-17.212388,145.869052
"Fitzgerald Creek","Cassowary Coast Regional","Queensland",4860,-17.485040,145.973400,-17.479126,146.003410,-17.507939,145.947603
"Fitzgibbon","Brisbane City","Queensland",4018,-27.350000,153.033333,-27.329840,153.046071,-27.353101,153.017658
"Flagstone Creek","Lockyer Valley Regional","Queensland",4344,-27.612837,152.090479,-27.594148,152.146504,-27.663570,152.043220
"Flametree","City of Busselton","Western Australia",6281,-33.645648,115.184134,0.000000,0.000000,0.000000,0.000000
"Flaxton","Sunshine Coast Regional","Queensland",4560,-26.659167,152.869167,-26.639215,152.888392,-26.671926,152.838568
"Flinders View","Ipswich City","Queensland",4305,-27.650000,152.783333,-27.640556,152.804570,-27.662946,152.754332
"Flying Fish Point","Cassowary Coast Regional","Queensland",4860,-17.495328,146.083544,-17.481686,146.090062,-17.509335,146.070522
"Forest Glen (Qld)","Sunshine Coast Regional","Queensland",4556,-26.673000,153.001000,-26.657178,153.033411,-26.697066,152.997616
"Forest Hill (Qld)","Lockyer Valley Regional","Queensland",4342,-27.583333,152.350000,-27.552436,152.398856,-27.612126,152.331014
"Forest Lake","Brisbane City","Queensland",4078,-27.616667,152.966667,-27.600878,152.986732,-27.639943,152.940364
"Forestdale","Logan City","Queensland",4118,-27.663611,153.002500,-27.648642,153.020996,-27.678950,152.982176
"Forrest Beach (Qld)","Hinchinbrook Shire","Queensland",4850,-18.700103,146.295970,-18.666895,146.337407,-18.765770,146.225821
"Forsayth","Etheridge Shire","Queensland",4871,-18.743334,143.680302,-18.354188,144.011361,-19.119679,143.394606
"Fortitude Valley","Brisbane City","Queensland",4006,-27.456500,153.034500,-27.449373,153.043225,-27.465217,153.027399
"Fraser Island","Fraser Coast Regional","Queensland",4581,-25.239823,153.132524,-24.696996,153.360352,-25.797424,152.942505
"Fredericksfield","Burdekin Shire","Queensland",4806,-19.740075,147.394865,-19.683902,147.489991,-19.781980,147.332652
"Freestone","Southern Downs Regional","Queensland",4370,-28.142212,152.147611,-28.090019,152.194782,-28.175180,152.095663
"Frenches Creek","Scenic Rim Regional","Queensland",4310,-28.024618,152.632477,-28.006217,152.657755,-28.039352,152.610824
"Frenchville","Rockhampton Regional","Queensland",4701,-23.350000,150.550000,-23.329860,150.573873,-23.359701,150.524832
"Freshwater (Qld)","Cairns Regional","Queensland",4870,-16.883333,145.716667,-16.876525,145.723332,-16.889658,145.700439
"Freshwater Point","Gold Coast City","Queensland",4218,-28.026519,153.426206,0.000000,0.000000,0.000000,0.000000
"Gaeta","Province of Latina","Lazio",04024,41.210730,13.571428,41.250326,13.591253,41.203924,13.533468
"Gailes","Ipswich City","Queensland",4300,-27.610747,152.915839,-27.604989,152.922846,-27.623047,152.905285
"Garbutt","Townsville City","Queensland",4814,-19.266667,146.766667,-19.228917,146.786476,-19.283896,146.748096
"Gargett","Mackay Regional","Queensland",4741,-21.144641,148.742371,-21.118976,148.785929,-21.195589,148.721159
"Garradunga","Cassowary Coast Regional","Queensland",4860,-17.454700,146.006300,-17.445107,146.022591,-17.470739,145.981189
"Gatton","Lockyer Valley Regional","Queensland",4343,-27.563580,152.279979,-27.534981,152.326216,-27.596607,152.219422
"Gaven","Gold Coast City","Queensland",4211,-27.953800,153.336300,-27.926050,153.347115,-27.976955,153.323553
"Gayndah","North Burnett Regional","Queensland",4625,-25.629701,151.606226,-25.582943,151.692983,-25.668620,151.570623
"Gaythorne","Brisbane City","Queensland",4051,-27.418000,152.983000,-27.409458,152.987616,-27.423302,152.971611
"Geebung","Brisbane City","Queensland",4034,-27.371000,153.048000,-27.361275,153.061882,-27.383358,153.033954
"Geham","Toowoomba Regional","Queensland",4352,-27.386400,152.009000,-27.349264,152.043970,-27.427958,151.945517
"Georgetown (Qld)","Etheridge Shire","Queensland",4871,-18.286728,143.481252,-17.926297,143.852440,-18.562911,142.853894
"Gheerulla","Sunshine Coast Regional","Queensland",4574,-26.545143,152.792653,-26.528708,152.893582,-26.624614,152.746368
"Gilston","Gold Coast City","Queensland",4211,-28.030000,153.309722,-28.007692,153.323950,-28.050146,153.283278
"Gin Gin (Qld)","Bundaberg Regional","Queensland",4671,-24.990833,151.950000,-24.939269,151.995054,-25.014692,151.909650
"Gindie","Central Highlands Regional","Queensland",4720,-23.715810,148.087336,-23.597648,148.436288,-23.938141,147.826360
"Gindoran","Gladstone Regional","Queensland",4676,-24.575122,151.558211,-24.454563,151.680415,-24.710570,151.425980
"Giru","Burdekin Shire","Queensland",4809,-19.535343,147.113547,-19.402507,147.165673,-19.559812,147.078970
"Gladstone Central","Gladstone Regional","Queensland",4680,-23.842649,151.248859,-23.831113,151.264427,-23.851756,151.231507
"Gladstone Harbour","Gladstone Regional","Queensland",,-23.821656,151.294800,-23.738308,151.379355,-23.905004,151.210244
"Glamorgan Vale","Somerset Regional","Queensland",4306,-27.500000,152.616667,-27.484062,152.667849,-27.537576,152.581773
"Glan Devon","South Burnett Regional","Queensland",4615,-26.646824,152.004339,-26.575182,152.048962,-26.659706,151.985566
"Glass House Mountains","Sunshine Coast Regional","Queensland",4518,-26.950994,152.942562,0.000000,0.000000,0.000000,0.000000
"Glastonbury","Somerset","England",,51.147427,-2.718454,51.169948,-2.661207,51.122073,-2.745375
"Glen Aplin","Southern Downs Regional","Queensland",4381,-28.734293,151.876028,-28.711631,151.927769,-28.766265,151.830639
"Glen Eden","Gladstone Regional","Queensland",4680,-23.902836,151.262708,-23.887562,151.285037,-23.916102,151.249319
"Glen Isla","Bass Coast Shire","Victoria",3922,-38.452053,145.221891,0.000000,0.000000,0.000000,0.000000
"Glenaven","Toowoomba Regional","Queensland",4355,-27.156873,151.972974,-27.141865,152.011911,-27.208752,151.944675
"Glencoe (Qld)","Toowoomba Regional","Queensland",4352,-27.450000,151.866667,-27.442217,151.898940,-27.483726,151.835983
"Glendale (Qld)","Livingstone Shire","Queensland",4711,-23.248892,150.474004,-23.218856,150.489412,-23.269862,150.422527
"Glenden","Isaac Regional","Queensland",4743,-21.353889,148.114444,-21.242636,148.243557,-21.463390,147.994556
"Gleneagle","Scenic Rim Regional","Queensland",4285,-27.936789,152.955899,-27.914581,153.002542,-27.966396,152.921029
"Glenella","Mackay Regional","Queensland",4740,-21.113777,149.132880,-21.096056,149.156656,-21.133863,149.117851
"Glenlee (Qld)","Livingstone Shire","Queensland",4711,-23.264481,150.471104,-23.237846,150.510114,-23.339669,150.429975
"Glenore Grove","Lockyer Valley Regional","Queensland",4342,-27.523135,152.409328,-27.487163,152.438676,-27.564664,152.374810
"Glenrae","North Burnett Regional","Queensland",4626,-25.613086,151.336696,-25.593773,151.430305,-25.699728,151.302896
"Glenvale","Toowoomba Regional","Queensland",4350,-27.567000,151.897000,-27.548603,151.917224,-27.588313,151.860592
"Glenview","Sunshine Coast Regional","Queensland",4553,-26.766667,153.016667,-26.741857,153.046285,-26.797127,152.986956
"Glenwood (Qld)","","Queensland",4570,-25.935000,152.621000,-25.883074,152.672612,-25.978127,152.595504
"Godwin Beach","Moreton Bay Regional","Queensland",4511,-27.086000,153.111000,-27.075480,153.115428,-27.096222,153.084848
"Gogango","Rockhampton Regional","Queensland",4702,-23.676965,150.020527,-23.353388,150.085487,-23.754201,149.731591
"Golden Beach (Qld)","Sunshine Coast Regional","Queensland",4551,-26.823000,153.118000,-26.800441,153.132921,-26.845091,153.109263
"Goldsborough (Qld)","Cairns Regional","Queensland",4865,-17.154322,145.743667,-17.132584,145.793821,-17.248709,145.704081
"Gooburrum","Bundaberg Regional","Queensland",4670,-24.828278,152.321315,-24.794223,152.371493,-24.850769,152.280723
"Goodger","South Burnett Regional","Queensland",4610,-26.625294,151.797139,-26.610711,151.884455,-26.717880,151.778377
"Goodna","Ipswich City","Queensland",4300,-27.616700,152.900000,-27.589749,152.913540,-27.627945,152.878593
"Goodwood (Qld)","Bundaberg Regional","Queensland",4660,-25.114316,152.372382,-25.047111,152.413995,-25.157202,152.332574
